"icd","ccs","ccsdesc","icd_chp"
"0201",197,"Skin infectn","infectious and parasitic diseases"
"0202",2,"Septicemia","infectious and parasitic diseases"
"0203",122,"Pneumonia","infectious and parasitic diseases"
"0204",122,"Pneumonia","infectious and parasitic diseases"
"0205",122,"Pneumonia","infectious and parasitic diseases"
"0208",3,"Oth bact inf","infectious and parasitic diseases"
"0209",3,"Oth bact inf","infectious and parasitic diseases"
"0210",197,"Skin infectn","infectious and parasitic diseases"
"0211",135,"Intest infct","infectious and parasitic diseases"
"0212",122,"Pneumonia","infectious and parasitic diseases"
"0213",90,"Eye infectn","infectious and parasitic diseases"
"0218",3,"Oth bact inf","infectious and parasitic diseases"
"0219",3,"Oth bact inf","infectious and parasitic diseases"
"0220",197,"Skin infectn","infectious and parasitic diseases"
"0221",122,"Pneumonia","infectious and parasitic diseases"
"0222",135,"Intest infct","infectious and parasitic diseases"
"0223",2,"Septicemia","infectious and parasitic diseases"
"0228",3,"Oth bact inf","infectious and parasitic diseases"
"0229",3,"Oth bact inf","infectious and parasitic diseases"
"0230",3,"Oth bact inf","infectious and parasitic diseases"
"0231",3,"Oth bact inf","infectious and parasitic diseases"
"0232",3,"Oth bact inf","infectious and parasitic diseases"
"0233",3,"Oth bact inf","infectious and parasitic diseases"
"0238",3,"Oth bact inf","infectious and parasitic diseases"
"0239",3,"Oth bact inf","infectious and parasitic diseases"
"024",3,"Oth bact inf","infectious and parasitic diseases"
"025",3,"Oth bact inf","infectious and parasitic diseases"
"0260",3,"Oth bact inf","infectious and parasitic diseases"
"0261",201,"Infect arth","infectious and parasitic diseases"
"0269",3,"Oth bact inf","infectious and parasitic diseases"
"0270",3,"Oth bact inf","infectious and parasitic diseases"
"0271",3,"Oth bact inf","infectious and parasitic diseases"
"0272",3,"Oth bact inf","infectious and parasitic diseases"
"0278",3,"Oth bact inf","infectious and parasitic diseases"
"0279",3,"Oth bact inf","infectious and parasitic diseases"
"0300",3,"Oth bact inf","infectious and parasitic diseases"
"0301",3,"Oth bact inf","infectious and parasitic diseases"
"0302",3,"Oth bact inf","infectious and parasitic diseases"
"0303",3,"Oth bact inf","infectious and parasitic diseases"
"0308",3,"Oth bact inf","infectious and parasitic diseases"
"0309",3,"Oth bact inf","infectious and parasitic diseases"
"0310",122,"Pneumonia","infectious and parasitic diseases"
"0311",197,"Skin infectn","infectious and parasitic diseases"
"0312",3,"Oth bact inf","infectious and parasitic diseases"
"0318",3,"Oth bact inf","infectious and parasitic diseases"
"0319",3,"Oth bact inf","infectious and parasitic diseases"
"0320",126,"Ot up rsp in","infectious and parasitic diseases"
"0321",126,"Ot up rsp in","infectious and parasitic diseases"
"0322",126,"Ot up rsp in","infectious and parasitic diseases"
"0323",126,"Ot up rsp in","infectious and parasitic diseases"
"03281",90,"Eye infectn","infectious and parasitic diseases"
"03282",97,"Carditis","infectious and parasitic diseases"
"03283",148,"Peritonitis","infectious and parasitic diseases"
"03284",159,"UTI","infectious and parasitic diseases"
"03285",197,"Skin infectn","infectious and parasitic diseases"
"03289",3,"Oth bact inf","infectious and parasitic diseases"
"0329",3,"Oth bact inf","infectious and parasitic diseases"
"0330",3,"Oth bact inf","infectious and parasitic diseases"
"0331",3,"Oth bact inf","infectious and parasitic diseases"
"0338",3,"Oth bact inf","infectious and parasitic diseases"
"0339",3,"Oth bact inf","infectious and parasitic diseases"
"0340",126,"Ot up rsp in","infectious and parasitic diseases"
"0341",3,"Oth bact inf","infectious and parasitic diseases"
"035",197,"Skin infectn","infectious and parasitic diseases"
"0360",76,"Meningitis","infectious and parasitic diseases"
"0361",77,"Encephalitis","infectious and parasitic diseases"
"0362",2,"Septicemia","infectious and parasitic diseases"
"0363",3,"Oth bact inf","infectious and parasitic diseases"
"03640",97,"Carditis","infectious and parasitic diseases"
"03641",97,"Carditis","infectious and parasitic diseases"
"03642",97,"Carditis","infectious and parasitic diseases"
"03643",97,"Carditis","infectious and parasitic diseases"
"03681",3,"Oth bact inf","infectious and parasitic diseases"
"03682",201,"Infect arth","infectious and parasitic diseases"
"03689",3,"Oth bact inf","infectious and parasitic diseases"
"0369",3,"Oth bact inf","infectious and parasitic diseases"
"037",3,"Oth bact inf","infectious and parasitic diseases"
"0380",2,"Septicemia","infectious and parasitic diseases"
"0381",2,"Septicemia","infectious and parasitic diseases"
"03810",2,"Septicemia","infectious and parasitic diseases"
"03811",2,"Septicemia","infectious and parasitic diseases"
"03812",2,"Septicemia","infectious and parasitic diseases"
"03819",2,"Septicemia","infectious and parasitic diseases"
"0382",2,"Septicemia","infectious and parasitic diseases"
"0383",2,"Septicemia","infectious and parasitic diseases"
"03840",2,"Septicemia","infectious and parasitic diseases"
"03841",2,"Septicemia","infectious and parasitic diseases"
"03842",2,"Septicemia","infectious and parasitic diseases"
"03843",2,"Septicemia","infectious and parasitic diseases"
"03844",2,"Septicemia","infectious and parasitic diseases"
"03849",2,"Septicemia","infectious and parasitic diseases"
"0388",2,"Septicemia","infectious and parasitic diseases"
"0389",2,"Septicemia","infectious and parasitic diseases"
"0390",197,"Skin infectn","infectious and parasitic diseases"
"0391",122,"Pneumonia","infectious and parasitic diseases"
"0392",3,"Oth bact inf","infectious and parasitic diseases"
"0393",3,"Oth bact inf","infectious and parasitic diseases"
"0394",3,"Oth bact inf","infectious and parasitic diseases"
"0398",3,"Oth bact inf","infectious and parasitic diseases"
"0399",3,"Oth bact inf","infectious and parasitic diseases"
"0400",3,"Oth bact inf","infectious and parasitic diseases"
"0401",3,"Oth bact inf","infectious and parasitic diseases"
"0402",3,"Oth bact inf","infectious and parasitic diseases"
"0403",3,"Oth bact inf","infectious and parasitic diseases"
"04041",224,"Ot perint dx","infectious and parasitic diseases"
"04042",3,"Oth bact inf","infectious and parasitic diseases"
"04081",3,"Oth bact inf","infectious and parasitic diseases"
"04082",3,"Oth bact inf","infectious and parasitic diseases"
"04089",3,"Oth bact inf","infectious and parasitic diseases"
"0410",3,"Oth bact inf","infectious and parasitic diseases"
"04100",3,"Oth bact inf","infectious and parasitic diseases"
"04101",3,"Oth bact inf","infectious and parasitic diseases"
"04102",3,"Oth bact inf","infectious and parasitic diseases"
"04103",3,"Oth bact inf","infectious and parasitic diseases"
"04104",3,"Oth bact inf","infectious and parasitic diseases"
"04105",3,"Oth bact inf","infectious and parasitic diseases"
"04109",3,"Oth bact inf","infectious and parasitic diseases"
"0411",3,"Oth bact inf","infectious and parasitic diseases"
"04110",3,"Oth bact inf","infectious and parasitic diseases"
"04111",3,"Oth bact inf","infectious and parasitic diseases"
"04112",3,"Oth bact inf","infectious and parasitic diseases"
"04119",3,"Oth bact inf","infectious and parasitic diseases"
"0412",3,"Oth bact inf","infectious and parasitic diseases"
"0413",3,"Oth bact inf","infectious and parasitic diseases"
"0414",3,"Oth bact inf","infectious and parasitic diseases"
"04141",3,"Oth bact inf","infectious and parasitic diseases"
"04142",3,"Oth bact inf","infectious and parasitic diseases"
"04143",3,"Oth bact inf","infectious and parasitic diseases"
"04149",3,"Oth bact inf","infectious and parasitic diseases"
"0415",3,"Oth bact inf","infectious and parasitic diseases"
"0416",3,"Oth bact inf","infectious and parasitic diseases"
"0417",3,"Oth bact inf","infectious and parasitic diseases"
"0418",3,"Oth bact inf","infectious and parasitic diseases"
"04181",3,"Oth bact inf","infectious and parasitic diseases"
"04182",3,"Oth bact inf","infectious and parasitic diseases"
"04183",3,"Oth bact inf","infectious and parasitic diseases"
"04184",3,"Oth bact inf","infectious and parasitic diseases"
"04185",3,"Oth bact inf","infectious and parasitic diseases"
"04186",3,"Oth bact inf","infectious and parasitic diseases"
"04189",3,"Oth bact inf","infectious and parasitic diseases"
"0419",3,"Oth bact inf","infectious and parasitic diseases"
"042",5,"HIV infectn","infectious and parasitic diseases"
"0420",5,"HIV infectn","infectious and parasitic diseases"
"0421",5,"HIV infectn","infectious and parasitic diseases"
"0422",5,"HIV infectn","infectious and parasitic diseases"
"0429",5,"HIV infectn","infectious and parasitic diseases"
"0430",5,"HIV infectn","infectious and parasitic diseases"
"0431",5,"HIV infectn","infectious and parasitic diseases"
"0432",5,"HIV infectn","infectious and parasitic diseases"
"0433",5,"HIV infectn","infectious and parasitic diseases"
"0439",5,"HIV infectn","infectious and parasitic diseases"
"0440",5,"HIV infectn","infectious and parasitic diseases"
"0449",5,"HIV infectn","infectious and parasitic diseases"
"04500",78,"Oth CNS infx","infectious and parasitic diseases"
"04501",78,"Oth CNS infx","infectious and parasitic diseases"
"04502",78,"Oth CNS infx","infectious and parasitic diseases"
"04503",78,"Oth CNS infx","infectious and parasitic diseases"
"04510",78,"Oth CNS infx","infectious and parasitic diseases"
"04511",78,"Oth CNS infx","infectious and parasitic diseases"
"04512",78,"Oth CNS infx","infectious and parasitic diseases"
"04513",78,"Oth CNS infx","infectious and parasitic diseases"
"04520",78,"Oth CNS infx","infectious and parasitic diseases"
"04521",78,"Oth CNS infx","infectious and parasitic diseases"
"04522",78,"Oth CNS infx","infectious and parasitic diseases"
"04523",78,"Oth CNS infx","infectious and parasitic diseases"
"04590",78,"Oth CNS infx","infectious and parasitic diseases"
"04591",78,"Oth CNS infx","infectious and parasitic diseases"
"04592",78,"Oth CNS infx","infectious and parasitic diseases"
"04593",78,"Oth CNS infx","infectious and parasitic diseases"
"0460",78,"Oth CNS infx","infectious and parasitic diseases"
"0461",78,"Oth CNS infx","infectious and parasitic diseases"
"04611",78,"Oth CNS infx","infectious and parasitic diseases"
"04619",78,"Oth CNS infx","infectious and parasitic diseases"
"0462",77,"Encephalitis","infectious and parasitic diseases"
"0463",78,"Oth CNS infx","infectious and parasitic diseases"
"04671",78,"Oth CNS infx","infectious and parasitic diseases"
"04672",78,"Oth CNS infx","infectious and parasitic diseases"
"04679",78,"Oth CNS infx","infectious and parasitic diseases"
"0468",78,"Oth CNS infx","infectious and parasitic diseases"
"0469",78,"Oth CNS infx","infectious and parasitic diseases"
"0470",76,"Meningitis","infectious and parasitic diseases"
"0471",76,"Meningitis","infectious and parasitic diseases"
"0478",76,"Meningitis","infectious and parasitic diseases"
"0479",76,"Meningitis","infectious and parasitic diseases"
"048",78,"Oth CNS infx","infectious and parasitic diseases"
"0490",76,"Meningitis","infectious and parasitic diseases"
"0491",76,"Meningitis","infectious and parasitic diseases"
"0498",77,"Encephalitis","infectious and parasitic diseases"
"0499",77,"Encephalitis","infectious and parasitic diseases"
"0500",7,"Viral infect","infectious and parasitic diseases"
"0501",7,"Viral infect","infectious and parasitic diseases"
"0502",7,"Viral infect","infectious and parasitic diseases"
"0509",7,"Viral infect","infectious and parasitic diseases"
"0510",7,"Viral infect","infectious and parasitic diseases"
"05101",7,"Viral infect","infectious and parasitic diseases"
"05102",7,"Viral infect","infectious and parasitic diseases"
"0511",7,"Viral infect","infectious and parasitic diseases"
"0512",7,"Viral infect","infectious and parasitic diseases"
"0519",7,"Viral infect","infectious and parasitic diseases"
"0520",77,"Encephalitis","infectious and parasitic diseases"
"0521",122,"Pneumonia","infectious and parasitic diseases"
"0522",7,"Viral infect","infectious and parasitic diseases"
"0527",7,"Viral infect","infectious and parasitic diseases"
"0528",7,"Viral infect","infectious and parasitic diseases"
"0529",7,"Viral infect","infectious and parasitic diseases"
"0530",76,"Meningitis","infectious and parasitic diseases"
"05310",7,"Viral infect","infectious and parasitic diseases"
"05311",7,"Viral infect","infectious and parasitic diseases"
"05312",7,"Viral infect","infectious and parasitic diseases"
"05313",7,"Viral infect","infectious and parasitic diseases"
"05314",7,"Viral infect","infectious and parasitic diseases"
"05319",7,"Viral infect","infectious and parasitic diseases"
"05320",90,"Eye infectn","infectious and parasitic diseases"
"05321",90,"Eye infectn","infectious and parasitic diseases"
"05322",90,"Eye infectn","infectious and parasitic diseases"
"05329",90,"Eye infectn","infectious and parasitic diseases"
"05371",7,"Viral infect","infectious and parasitic diseases"
"05379",7,"Viral infect","infectious and parasitic diseases"
"0538",7,"Viral infect","infectious and parasitic diseases"
"0539",7,"Viral infect","infectious and parasitic diseases"
"0540",7,"Viral infect","infectious and parasitic diseases"
"05410",7,"Viral infect","infectious and parasitic diseases"
"05411",7,"Viral infect","infectious and parasitic diseases"
"05412",7,"Viral infect","infectious and parasitic diseases"
"05413",7,"Viral infect","infectious and parasitic diseases"
"05419",7,"Viral infect","infectious and parasitic diseases"
"0542",7,"Viral infect","infectious and parasitic diseases"
"0543",77,"Encephalitis","infectious and parasitic diseases"
"05440",90,"Eye infectn","infectious and parasitic diseases"
"05441",90,"Eye infectn","infectious and parasitic diseases"
"05442",90,"Eye infectn","infectious and parasitic diseases"
"05443",90,"Eye infectn","infectious and parasitic diseases"
"05444",90,"Eye infectn","infectious and parasitic diseases"
"05449",90,"Eye infectn","infectious and parasitic diseases"
"0545",2,"Septicemia","infectious and parasitic diseases"
